gender,id,injection-coordinates,injection-structures,product-id,strain,structure-abbrev,structure-color,structure-id,structure-name,transgenic-line
M,268399868,"[7480, 4210, 7080]","[{u'abbreviation': u'VPM', u'color': u'FF8084', u'id': 733, u'name': u'Ventral posteromedial nucleus of the thalamus'}, {u'abbreviation': u'PO', u'color': u'FF909F', u'id': 1020, u'name': u'Posterior complex of the thalamus'}]",5,FVB.CD1(ICR),VPM,FF8084,733,Ventral posteromedial nucleus of the thalamus,Ppp1r17-Cre_NL146
M,278500868,"[6010, 4790, 5630]","[{u'abbreviation': u'PT', u'color': u'FF909F', u'id': 15, u'name': u'Parataenial nucleus'}, {u'abbreviation': u'AM', u'color': u'FF909F', u'id': 127, u'name': u'Anteromedial nucleus'}, {u'abbreviation': u'PVT', u'color': u'FF909F', u'id': 149, u'name': u'Paraventricular nucleus of the thalamus'}, {u'abbreviation': u'RE', u'color': u'FF909F', u'id': 181, u'name': u'Nucleus of reuniens'}, {u'abbreviation': u'RH', u'color': u'FF909F', u'id': 189, u'name': u'Rhomboid nucleus'}, {u'abbreviation': u'CM', u'color': u'FF909F', u'id': 599, u'name': u'Central medial nucleus of the thalamus'}, {u'abbreviation': u'IAD', u'color': u'FF909F', u'id': 1113, u'name': u'Interanterodorsal nucleus of the thalamus'}, {u'abbreviation': u'IAM', u'color': u'FF909F', u'id': 1120, u'name': u'Interanteromedial nucleus of the thalamus'}]",5,,PT,FF909F,15,Parataenial nucleus,Htr2a-Cre_KM207
M,307296433,"[9340, 1600, 8140]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}, {u'abbreviation': u'VISl', u'color': u'08858C', u'id': 409, u'name': u'Lateral visual area'}]",5,C57BL/6J,VISp,08858C,385,Primary visual area,
M,127909584,"[5310, 6190, 5750]","[{u'abbreviation': u'PVH', u'color': u'FF5D50', u'id': 38, u'name': u'Paraventricular hypothalamic nucleus'}, {u'abbreviation': u'ACAv', u'color': u'40A666', u'id': 48, u'name': u'Anterior cingulate area, ventral part'}, {u'abbreviation': u'ADP', u'color': u'FF5547', u'id': 72, u'name': u'Anterodorsal preoptic nucleus'}, {u'abbreviation': u'AHN', u'color': u'FF4C3E', u'id': 88, u'name': u'Anterior hypothalamic nucleus'}, {u'abbreviation': u'PVpo', u'color': u'FF5547', u'id': 133, u'name': u'Periventricular hypothalamic nucleus, preoptic part'}, {u'abbreviation': u'LPO', u'color': u'F2483B', u'id': 226, u'name': u'Lateral preoptic area'}, {u'abbreviation': u'LSc', u'color': u'90CBED', u'id': 250, u'name': u'Lateral septal nucleus, caudal (caudodorsal) part'}, {u'abbreviation': u'LSr', u'color': u'90CBED', u'id': 258, u'name': u'Lateral septal nucleus, rostral (rostroventral) part'}, {u'abbreviation': u'AVP', u'color': u'FF5547', u'id': 263, u'name': u'Anteroventral preoptic nucleus'}, {u'abbreviation': u'LSv', u'color': u'90CBED', u'id': 266, u'name': u'Lateral septal nucleus, ventral part'}, {u'abbreviation': u'AVPV', u'color': u'FF5547', u'id': 272, u'name': u'Anteroventral periventricular nucleus'}, {u'abbreviation': u'SF', u'color': u'90CBED', u'id': 310, u'name': u'Septofimbrial nucleus'}, {u'abbreviation': u'BST', u'color': u'B3C0DF', u'id': 351, u'name': u'Bed nuclei of the stria terminalis'}, {u'abbreviation': u'MEPO', u'color': u'FF5547', u'id': 452, u'name': u'Median preoptic nucleus'}, {u'abbreviation': u'MPN', u'color': u'FF4C3E', u'id': 515, u'name': u'Medial preoptic nucleus'}, {u'abbreviation': u'MPO', u'color': u'FF5547', u'id': 523, u'name': u'Medial preoptic area'}, {u'abbreviation': u'MS', u'color': u'96A7D3', u'id': 564, u'name': u'Medial septal nucleus'}, {u'abbreviation': u'TRS', u'color': u'96A7D3', u'id': 581, u'name': u'Triangular nucleus of septum'}, {u'abbreviation': u'PS', u'color': u'FF5547', u'id': 1109, u'name': u'Parastrial nucleus'}]",5,C57BL/6J,BST,B3C0DF,351,Bed nuclei of the stria terminalis,
M,165972951,"[6210, 6100, 7650]","[{u'abbreviation': u'AAA', u'color': u'80C0E2', u'id': 23, u'name': u'Anterior amygdalar area'}, {u'abbreviation': u'BA', u'color': u'80C0E2', u'id': 292, u'name': u'Bed nucleus of the accessory olfactory tract'}, {u'abbreviation': u'BLA', u'color': u'9DE79C', u'id': 295, u'name': u'Basolateral amygdalar nucleus'}, {u'abbreviation': u'BMA', u'color': u'84EA81', u'id': 319, u'name': u'Basomedial amygdalar nucleus'}, {u'abbreviation': u'SI', u'color': u'A2B1D8', u'id': 342, u'name': u'Substantia innominata'}, {u'abbreviation': u'MEA', u'color': u'80C0E2', u'id': 403, u'name': u'Medial amygdalar nucleus'}, {u'abbreviation': u'CEA', u'color': u'80C0E2', u'id': 536, u'name': u'Central amygdalar nucleus'}, {u'abbreviation': u'NLOT', u'color': u'95E4C8', u'id': 619, u'name': u'Nucleus of the lateral olfactory tract'}, {u'abbreviation': u'COAa', u'color': u'61E7B7', u'id': 639, u'name': u'Cortical amygdalar area, anterior part'}, {u'abbreviation': u'COAp', u'color': u'61E7B7', u'id': 647, u'name': u'Cortical amygdalar area, posterior part'}, {u'abbreviation': u'EPv', u'color': u'A0EE9D', u'id': 966, u'name': u'Endopiriform nucleus, ventral part'}, {u'abbreviation': u'IA', u'color': u'80C0E2', u'id': 1105, u'name': u'Intercalated amygdalar nucleus'}]",5,C57BL/6J,CEA,80C0E2,536,Central amygdalar nucleus,Erbb4-2A-CreERT2
M,159649643,"[7660, 6030, 5680]","[{u'abbreviation': u'TMv', u'color': u'FF4C3E', u'id': 1, u'name': u'Tuberomammillary nucleus, ventral part'}, {u'abbreviation': u'PVp', u'color': u'FF5547', u'id': 126, u'name': u'Periventricular hypothalamic nucleus, posterior part'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'MM', u'color': u'FF4C3E', u'id': 491, u'name': u'Medial mammillary nucleus'}, {u'abbreviation': u'SUM', u'color': u'FF4C3E', u'id': 525, u'name': u'Supramammillary nucleus'}, {u'abbreviation': u'DMH', u'color': u'FF5547', u'id': 830, u'name': u'Dorsomedial nucleus of the hypothalamus'}, {u'abbreviation': u'PH', u'color': u'FF4C3E', u'id': 946, u'name': u'Posterior hypothalamic nucleus'}, {u'abbreviation': u'PMd', u'color': u'FF4C3E', u'id': 980, u'name': u'Dorsal premammillary nucleus'}, {u'abbreviation': u'PMv', u'color': u'FF4C3E', u'id': 1004, u'name': u'Ventral premammillary nucleus'}, {u'abbreviation': u'TMd', u'color': u'FF4C3E', u'id': 1126, u'name': u'Tuberomammillary nucleus, dorsal part'}]",5,C57BL/6J,PH,FF4C3E,946,Posterior hypothalamic nucleus,
F,305026861,"[5230, 6340, 6960]","[{u'abbreviation': u'LPO', u'color': u'F2483B', u'id': 226, u'name': u'Lateral preoptic area'}, {u'abbreviation': u'MA', u'color': u'A2B1D8', u'id': 298, u'name': u'Magnocellular nucleus'}, {u'abbreviation': u'SI', u'color': u'A2B1D8', u'id': 342, u'name': u'Substantia innominata'}, {u'abbreviation': u'CP', u'color': u'98D6F9', u'id': 672, u'name': u'Caudoputamen'}]",5,,SI,A2B1D8,342,Substantia innominata,Drd3-Cre_KI196
M,292320572,"[7180, 3200, 7460]","[{u'abbreviation': u'LD', u'color': u'FF909F', u'id': 155, u'name': u'Lateral dorsal nucleus of thalamus'}, {u'abbreviation': u'LGd', u'color': u'FF8084', u'id': 170, u'name': u'Dorsal part of the lateral geniculate complex'}, {u'abbreviation': u'LGv', u'color': u'FF909F', u'id': 178, u'name': u'Ventral part of the lateral geniculate complex'}, {u'abbreviation': u'LP', u'color': u'FF909F', u'id': 218, u'name': u'Lateral posterior nucleus of the thalamus'}, {u'abbreviation': u'RT', u'color': u'FF909F', u'id': 262, u'name': u'Reticular nucleus of the thalamus'}, {u'abbreviation': u'CA3', u'color': u'7ED04B', u'id': 463, u'name': u'Field CA3'}, {u'abbreviation': u'VPL', u'color': u'FF8084', u'id': 718, u'name': u'Ventral posterolateral nucleus of the thalamus'}, {u'abbreviation': u'VPM', u'color': u'FF8084', u'id': 733, u'name': u'Ventral posteromedial nucleus of the thalamus'}, {u'abbreviation': u'PO', u'color': u'FF909F', u'id': 1020, u'name': u'Posterior complex of the thalamus'}]",5,C57BL/6J,LGd,FF8084,170,Dorsal part of the lateral geniculate complex,Prkcd-GluCla-CFP-IRES-Cre
M,167654731,"[5250, 4860, 5590]","[{u'abbreviation': u'PT', u'color': u'FF909F', u'id': 15, u'name': u'Parataenial nucleus'}, {u'abbreviation': u'ADP', u'color': u'FF5547', u'id': 72, u'name': u'Anterodorsal preoptic nucleus'}, {u'abbreviation': u'PVT', u'color': u'FF909F', u'id': 149, u'name': u'Paraventricular nucleus of the thalamus'}, {u'abbreviation': u'LPO', u'color': u'F2483B', u'id': 226, u'name': u'Lateral preoptic area'}, {u'abbreviation': u'LSr', u'color': u'90CBED', u'id': 258, u'name': u'Lateral septal nucleus, rostral (rostroventral) part'}, {u'abbreviation': u'LSv', u'color': u'90CBED', u'id': 266, u'name': u'Lateral septal nucleus, ventral part'}, {u'abbreviation': u'BAC', u'color': u'B3C0DF', u'id': 287, u'name': u'Bed nucleus of the anterior commissure'}, {u'abbreviation': u'SF', u'color': u'90CBED', u'id': 310, u'name': u'Septofimbrial nucleus'}, {u'abbreviation': u'BST', u'color': u'B3C0DF', u'id': 351, u'name': u'Bed nuclei of the stria terminalis'}, {u'abbreviation': u'MEPO', u'color': u'FF5547', u'id': 452, u'name': u'Median preoptic nucleus'}, {u'abbreviation': u'MS', u'color': u'96A7D3', u'id': 564, u'name': u'Medial septal nucleus'}]",5,B6.129,MS,96A7D3,564,Medial septal nucleus,Slc17a6-IRES-Cre
M,126653015,"[8430, 6220, 9120]","[{u'abbreviation': u'TR', u'color': u'A8ECD3', u'id': 566, u'name': u'Postpiriform transition area'}, {u'abbreviation': u'COAp', u'color': u'61E7B7', u'id': 647, u'name': u'Cortical amygdalar area, posterior part'}, {u'abbreviation': u'ENTl', u'color': u'32B825', u'id': 918, u'name': u'Entorhinal area, lateral part'}, {u'abbreviation': u'ENTm', u'color': u'32B825', u'id': 926, u'name': u'Entorhinal area, medial part, dorsal zone'}]",5,C57BL/6J,TR,A8ECD3,566,Postpiriform transition area,
M,298004028,"[6950, 3180, 7460]","[{u'abbreviation': u'LD', u'color': u'FF909F', u'id': 155, u'name': u'Lateral dorsal nucleus of thalamus'}, {u'abbreviation': u'LGd', u'color': u'FF8084', u'id': 170, u'name': u'Dorsal part of the lateral geniculate complex'}, {u'abbreviation': u'LGv', u'color': u'FF909F', u'id': 178, u'name': u'Ventral part of the lateral geniculate complex'}, {u'abbreviation': u'LP', u'color': u'FF909F', u'id': 218, u'name': u'Lateral posterior nucleus of the thalamus'}, {u'abbreviation': u'RT', u'color': u'FF909F', u'id': 262, u'name': u'Reticular nucleus of the thalamus'}, {u'abbreviation': u'PO', u'color': u'FF909F', u'id': 1020, u'name': u'Posterior complex of the thalamus'}]",5,,LGd,FF8084,170,Dorsal part of the lateral geniculate complex,Htr2a-Cre_KM207
M,120282354,"[7200, 5370, 8590]","[{u'abbreviation': u'LA', u'color': u'90EB8D', u'id': 131, u'name': u'Lateral amygdalar nucleus'}, {u'abbreviation': u'BLA', u'color': u'9DE79C', u'id': 295, u'name': u'Basolateral amygdalar nucleus'}, {u'abbreviation': u'CEA', u'color': u'80C0E2', u'id': 536, u'name': u'Central amygdalar nucleus'}, {u'abbreviation': u'CP', u'color': u'98D6F9', u'id': 672, u'name': u'Caudoputamen'}, {u'abbreviation': u'GPe', u'color': u'8599CC', u'id': 1022, u'name': u'Globus pallidus, external segment'}, {u'abbreviation': u'IA', u'color': u'80C0E2', u'id': 1105, u'name': u'Intercalated amygdalar nucleus'}]",5,C57BL/6J,CEA,80C0E2,536,Central amygdalar nucleus,
M,286314623,"[5880, 3230, 9120]","[{u'abbreviation': u'SSp-n', u'color': u'188064', u'id': 353, u'name': u'Primary somatosensory area, nose'}, {u'abbreviation': u'SSs', u'color': u'188064', u'id': 378, u'name': u'Supplemental somatosensory area'}]",5,C57BL/6J,SSs,188064,378,Supplemental somatosensory area,Rbp4-Cre_KL100
F,171021829,"[8610, 4920, 5700]","[{u'abbreviation': u'IF', u'color': u'FFA6FF', u'id': 12, u'name': u'Interfascicular nucleus raphe'}, {u'abbreviation': u'MRN', u'color': u'FF90FF', u'id': 128, u'name': u'Midbrain reticular nucleus'}, {u'abbreviation': u'RR', u'color': u'FF90FF', u'id': 246, u'name': u'Midbrain reticular nucleus, retrorubral area'}, {u'abbreviation': u'SNc', u'color': u'FFA6FF', u'id': 374, u'name': u'Substantia nigra, compact part'}, {u'abbreviation': u'SNr', u'color': u'FF90FF', u'id': 381, u'name': u'Substantia nigra, reticular part'}, {u'abbreviation': u'CLI', u'color': u'FFA6FF', u'id': 591, u'name': u'Central linear nucleus raphe'}, {u'abbreviation': u'VTA', u'color': u'FF90FF', u'id': 749, u'name': u'Ventral tegmental area'}]",5,,VTA,FF90FF,749,Ventral tegmental area,Cck-IRES-Cre
M,127396051,"[8150, 4410, 7290]","[{u'abbreviation': u'MRN', u'color': u'FF90FF', u'id': 128, u'name': u'Midbrain reticular nucleus'}, {u'abbreviation': u'LP', u'color': u'FF909F', u'id': 218, u'name': u'Lateral posterior nucleus of the thalamus'}, {u'abbreviation': u'SNc', u'color': u'FFA6FF', u'id': 374, u'name': u'Substantia nigra, compact part'}, {u'abbreviation': u'SPFp', u'color': u'FF8084', u'id': 422, u'name': u'Subparafascicular nucleus, parvicellular part'}, {u'abbreviation': u'NB', u'color': u'FF7AFF', u'id': 580, u'name': u'Nucleus of the brachium of the inferior colliculus'}, {u'abbreviation': u'DG', u'color': u'7ED04B', u'id': 726, u'name': u'Dentate gyrus'}, {u'abbreviation': u'POL', u'color': u'FF909F', u'id': 1029, u'name': u'Posterior limiting nucleus of the thalamus'}, {u'abbreviation': u'PP', u'color': u'FF8084', u'id': 1044, u'name': u'Peripeduncular nucleus'}]",5,C57BL/6J,SPFp,FF8084,422,"Subparafascicular nucleus, parvicellular part",
M,159753308,"[7920, 840, 7130]","[{u'abbreviation': u'VISam', u'color': u'08858C', u'id': 394, u'name': u'Anteromedial visual area'}, {u'abbreviation': u'VISpm', u'color': u'08858C', u'id': 533, u'name': u'posteromedial visual area'}]",5,,VISam,08858C,394,Anteromedial visual area,Rbp4-Cre_KL100
M,112882565,"[7420, 2120, 8980]","[{u'abbreviation': u'SSp-bfd', u'color': u'188064', u'id': 329, u'name': u'Primary somatosensory area, barrel field'}, {u'abbreviation': u'SSs', u'color': u'188064', u'id': 378, u'name': u'Supplemental somatosensory area'}]",5,C57BL/6J,SSp-bfd,188064,329,"Primary somatosensory area, barrel field",
F,170860092,"[6400, 5630, 6070]","[{u'abbreviation': u'PVHd', u'color': u'FF4C3E', u'id': 63, u'name': u'Paraventricular hypothalamic nucleus, descending division'}, {u'abbreviation': u'AHN', u'color': u'FF4C3E', u'id': 88, u'name': u'Anterior hypothalamic nucleus'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'ZI', u'color': u'F2483B', u'id': 797, u'name': u'Zona incerta'}, {u'abbreviation': u'DMH', u'color': u'FF5547', u'id': 830, u'name': u'Dorsomedial nucleus of the hypothalamus'}]",5,B6.FVB,LHA,F2483B,194,Lateral hypothalamic area,Sim1-Cre
M,479700629,"[9140, 1670, 1790]","[{u'abbreviation': u'VISl', u'color': u'08858C', u'id': 409, u'name': u'Lateral visual area'}]",35,B6.129,VISl,08858C,409,Lateral visual area,Emx1-IRES-Cre
F,267609756,"[6150, 3530, 6450]","[{u'abbreviation': u'AD', u'color': u'FF909F', u'id': 64, u'name': u'Anterodorsal nucleus'}, {u'abbreviation': u'LD', u'color': u'FF909F', u'id': 155, u'name': u'Lateral dorsal nucleus of thalamus'}, {u'abbreviation': u'AV', u'color': u'FF909F', u'id': 255, u'name': u'Anteroventral nucleus of thalamus'}, {u'abbreviation': u'CL', u'color': u'FF909F', u'id': 575, u'name': u'Central lateral nucleus of the thalamus'}, {u'abbreviation': u'VAL', u'color': u'FF8084', u'id': 629, u'name': u'Ventral anterior-lateral complex of the thalamus'}]",5,C57BL/6J,AV,FF909F,255,Anteroventral nucleus of thalamus,Prkcd-GluCla-CFP-IRES-Cre
M,147633885,"[10180, 5690, 6300]","[{u'abbreviation': u'IC', u'color': u'FF7AFF', u'id': 4, u'name': u'Inferior colliculus'}, {u'abbreviation': u'PRNr', u'color': u'FFC395', u'id': 146, u'name': u'Pontine reticular nucleus'}, {u'abbreviation': u'PAG', u'color': u'FF90FF', u'id': 795, u'name': u'Periaqueductal gray'}, {u'abbreviation': u'PCG', u'color': u'FFBA86', u'id': 898, u'name': u'Pontine central gray'}, {u'abbreviation': u'PRNc', u'color': u'FFBA86', u'id': 1093, u'name': u'Pontine reticular nucleus, caudal part'}]",5,C57BL/6J,PRNc,FFBA86,1093,"Pontine reticular nucleus, caudal part",
M,307593747,"[9150, 1210, 7630]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}]",5,C57BL/6J,VISp,08858C,385,Primary visual area,
F,477926293,"[7820, 3070, 8310]","[{u'abbreviation': u'CA2', u'color': u'7ED04B', u'id': 423, u'name': u'Field CA2'}, {u'abbreviation': u'CA3', u'color': u'7ED04B', u'id': 463, u'name': u'Field CA3'}]",5,B6.FVB,CA3,7ED04B,463,Field CA3,Dlg3-Cre_KG118
M,308641549,"[6960, 6590, 5750]","[{u'abbreviation': u'AHN', u'color': u'FF4C3E', u'id': 88, u'name': u'Anterior hypothalamic nucleus'}, {u'abbreviation': u'PVi', u'color': u'FF5D50', u'id': 118, u'name': u'Periventricular hypothalamic nucleus, intermediate part'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'ARH', u'color': u'FF5D50', u'id': 223, u'name': u'Arcuate hypothalamic nucleus'}, {u'abbreviation': u'VMH', u'color': u'FF4C3E', u'id': 693, u'name': u'Ventromedial hypothalamic nucleus'}, {u'abbreviation': u'DMH', u'color': u'FF5547', u'id': 830, u'name': u'Dorsomedial nucleus of the hypothalamus'}]",5,FVB.CD1(ICR),VMH,FF4C3E,693,Ventromedial hypothalamic nucleus,Ppp1r17-Cre_NL146
F,501006221,"[8690, 510, 3800]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}, {u'abbreviation': u'VISpm', u'color': u'08858C', u'id': 533, u'name': u'posteromedial visual area'}, {u'abbreviation': u'RSPd', u'color': u'1AA698', u'id': 879, u'name': u'Retrosplenial area, dorsal part'}, {u'abbreviation': u'RSPv', u'color': u'1AA698', u'id': 886, u'name': u'Retrosplenial area, ventral part'}, {u'abbreviation': u'RSPagl', u'color': u'1AA698', u'id': 894, u'name': u'Retrosplenial area, lateral agranular part'}]",36,,VISpm,08858C,533,posteromedial visual area,Emx1-IRES-Cre
F,263974698,"[9530, 4440, 9750]","[{u'abbreviation': u'ENTl', u'color': u'32B825', u'id': 918, u'name': u'Entorhinal area, lateral part'}]",5,,ENTl,32B825,918,"Entorhinal area, lateral part",Cux2-IRES-Cre
F,159374329,"[8470, 2020, 7420]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}, {u'abbreviation': u'SUB', u'color': u'4FC244', u'id': 502, u'name': u'Subiculum'}, {u'abbreviation': u'POST', u'color': u'48C83C', u'id': 1037, u'name': u'Postsubiculum'}, {u'abbreviation': u'PRE', u'color': u'59B947', u'id': 1084, u'name': u'Presubiculum'}]",5,B6.129,SUB,4FC244,502,Subiculum,Slc17a6-IRES-Cre
F,184259031,"[7240, 5930, 9540]","[{u'abbreviation': u'PIR', u'color': u'6ACBBA', u'id': 961, u'name': u'Piriform area'}]",5,,PIR,6ACBBA,961,Piriform area,Syt17-Cre_NO14
F,536299435,"[8600, 930, 2700]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}]",35,B6.129,VISp,08858C,385,Primary visual area,Emx1-IRES-Cre
M,530574594,"[8390, 1420, 2590]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}]",35,,VISp,08858C,385,Primary visual area,Rbp4-Cre_KL100
M,299895444,"[8930, 5220, 7000]","[{u'abbreviation': u'SNc', u'color': u'FFA6FF', u'id': 374, u'name': u'Substantia nigra, compact part'}, {u'abbreviation': u'SNr', u'color': u'FF90FF', u'id': 381, u'name': u'Substantia nigra, reticular part'}]",5,B6.129,SNr,FF90FF,381,"Substantia nigra, reticular part",Pvalb-IRES-Cre
F,504100025,"[7720, 3160, 3510]","[{u'abbreviation': u'LGd', u'color': u'FF8084', u'id': 170, u'name': u'Dorsal part of the lateral geniculate complex'}, {u'abbreviation': u'LP', u'color': u'FF909F', u'id': 218, u'name': u'Lateral posterior nucleus of the thalamus'}, {u'abbreviation': u'VPM', u'color': u'FF8084', u'id': 733, u'name': u'Ventral posteromedial nucleus of the thalamus'}, {u'abbreviation': u'PO', u'color': u'FF909F', u'id': 1020, u'name': u'Posterior complex of the thalamus'}]",36,,LP,FF909F,218,Lateral posterior nucleus of the thalamus,Prkcd-GluCla-CFP-IRES-Cre
M,120811946,"[8300, 4700, 6190]","[{u'abbreviation': u'MRN', u'color': u'FF90FF', u'id': 128, u'name': u'Midbrain reticular nucleus'}, {u'abbreviation': u'RN', u'color': u'FF90FF', u'id': 214, u'name': u'Red nucleus'}]",5,C57BL/6J,RN,FF90FF,214,Red nucleus,
